id,url,domain,tweet_url_count,tweet_id_examples,source_origin,notes
URL00204,http://x.com/i/article/2047094092711006208,x.com,1,2047377426049552667,Twitter/X archive,raw URL signal; not endorsement
URL00205,http://EthResear.ch,ethresear.ch,1,2046615698902786308,Twitter/X archive,raw URL signal; not endorsement
URL00206,https://link.springer.com/article/10.1007/s00146-026-02852-x,link.springer.com,1,2045538682619285610,Twitter/X archive,raw URL signal; not endorsement
URL00207,http://x.com/i/article/2002882812697808897,x.com,1,2002960166463914191,Twitter/X archive,raw URL signal; not endorsement
URL00208,https://willruddick.substack.com/p/seeing-the-economy-weve-always-been,willruddick.substack.com,1,2002959945466257858,Twitter/X archive,raw URL signal; not endorsement
URL00209,http://x.com/i/article/2001484972620673025,x.com,1,2001697367410479492,Twitter/X archive,raw URL signal; not endorsement
URL00210,http://x.com/i/article/2001135898596122624,x.com,1,2001678707673518124,Twitter/X archive,raw URL signal; not endorsement
URL00211,https://news.stanford.edu/stories/2025/12/monolithic-3d-chip-foundry-breakthrough-ai,news.stanford.edu,1,2000604811880771614,Twitter/X archive,raw URL signal; not endorsement
URL00212,https://ensurance.app/guide/why-ai-agents-need-ensurance,ensurance.app,1,2000409395348509022,Twitter/X archive,raw URL signal; not endorsement
URL00213,https://paragraph.com/@holonic-horizons/public-equity-series-turning-extraction-into-abundance,paragraph.com,1,2000034167099199860,Twitter/X archive,raw URL signal; not endorsement
URL00214,https://x.com/gregory_landua/status/1999225334663659652?s=20,x.com,1,1999831026156134577,Twitter/X archive,raw URL signal; not endorsement
URL00215,https://paragraph.com/@chaineresearch/meshing-at-devconnect-argentina,paragraph.com,1,1999655578269024455,Twitter/X archive,raw URL signal; not endorsement
URL00216,https://adjacentpossiblemycelium.earth,adjacentpossiblemycelium.earth,1,1999587707178168455,Twitter/X archive,raw URL signal; not endorsement
URL00217,https://mountainjournal.org/wildlife-crossings-could-see-permanent-federal-funding-through-bipartisan-bill-introduced-by-zinke-and-beyer/,mountainjournal.org,1,1998486161858199905,Twitter/X archive,raw URL signal; not endorsement
URL00218,http://x.com/i/article/1998453641447870464,x.com,1,1998479855403315484,Twitter/X archive,raw URL signal; not endorsement
URL00219,https://icroa.org/carbon-market-conduct-pioneer-passes-on-the-baton/,icroa.org,1,1998464307160322453,Twitter/X archive,raw URL signal; not endorsement
URL00220,http://x.com/i/article/1997368797108580352,x.com,1,1997814546128613651,Twitter/X archive,raw URL signal; not endorsement
URL00221,http://x.com/i/article/1996823328468750336,x.com,1,1997071223700799861,Twitter/X archive,raw URL signal; not endorsement
URL00222,http://x.com/i/article/1991434093259857921,x.com,1,1996702501970829373,Twitter/X archive,raw URL signal; not endorsement
URL00223,https://open.substack.com/pub/abundances/p/make-truth-matter-again?utm_source=share&utm_medium=android&r=16vckg,open.substack.com,1,1996305306817560861,Twitter/X archive,raw URL signal; not endorsement
URL00224,http://x.com/i/article/1995976778989666306,x.com,1,1995982029658235143,Twitter/X archive,raw URL signal; not endorsement
URL00225,http://x.com/i/article/1995773844725137411,x.com,1,1995982005549310377,Twitter/X archive,raw URL signal; not endorsement
URL00226,http://x.com/i/article/1995909470434574336,x.com,1,1995941981005250850,Twitter/X archive,raw URL signal; not endorsement
URL00227,https://open.substack.com/pub/gospelofchange/p/hard-power-a-field-guide-for-community,open.substack.com,1,1995128962674987353,Twitter/X archive,raw URL signal; not endorsement
URL00228,http://x.com/i/article/1990944775617589249,x.com,1,1991559795527283114,Twitter/X archive,raw URL signal; not endorsement
URL00229,https://forms.gle/JR1eoqQa6pwp3H6YA,forms.gle,1,1989062468354691130,Twitter/X archive,raw URL signal; not endorsement
URL00230,https://x.com/GreenpillWrites/status/1935366487998447940,x.com,1,1989062468354691130,Twitter/X archive,raw URL signal; not endorsement
URL00231,https://trustlessness.eth.limo/general/2025/11/11/the-trustless-manifesto.html,trustlessness.eth.limo,1,1988826585537884667,Twitter/X archive,raw URL signal; not endorsement
URL00232,http://x.com/i/article/1987578279088304128,x.com,1,1987964969715949860,Twitter/X archive,raw URL signal; not endorsement
URL00233,http://www.fortheworld.eco/insights/grantee-announcement,fortheworld.eco,1,1987962784911442422,Twitter/X archive,raw URL signal; not endorsement
URL00234,http://x.com/i/article/1987587412478881792,x.com,1,1987616298591764520,Twitter/X archive,raw URL signal; not endorsement
URL00235,http://x.com/i/article/1985722081611292672,x.com,1,1986550334542492099,Twitter/X archive,raw URL signal; not endorsement
URL00236,https://paragraph.com/@greenpill/celebrating-evolution-and-alignment-bread-cooperative-regen-coordination,paragraph.com,1,1986181689031201267,Twitter/X archive,raw URL signal; not endorsement
URL00237,http://x.com/i/article/1985469744196304900,x.com,1,1986175689054142640,Twitter/X archive,raw URL signal; not endorsement
URL00238,https://paragraph.com/@gaiaai/un?referrer=0xCDD8E3620a36251649Bc8feA4f94B58d3De7133D,paragraph.com,1,1985883909633294684,Twitter/X archive,raw URL signal; not endorsement
URL00239,http://x.com/i/article/1985799101175283712,x.com,1,1985820439864631474,Twitter/X archive,raw URL signal; not endorsement
URL00240,https://x.com/i/spaces/1lDxLBVOPomGm,x.com,1,1985751836234785039,Twitter/X archive,raw URL signal; not endorsement
URL00241,https://open.substack.com/pub/abundances/p/lets-talk-about-the-economic-elephant?r=16vckg&utm_campaign=post&utm_medium=web&showWelcomeOnShare=false,open.substack.com,1,1985626730594517369,Twitter/X archive,raw URL signal; not endorsement
URL00242,https://klimanews.substack.com/p/4,klimanews.substack.com,1,1983923378332344504,Twitter/X archive,raw URL signal; not endorsement
URL00243,https://paragraph.com/@holonic-horizons/the-stallman-paradox-how-web3-became-the-ultimate-open-source-theater?referrer=0xfF6d6a7718A234A84f740480Dbb07f6c09cF1cD5,paragraph.com,1,1983026008262426673,Twitter/X archive,raw URL signal; not endorsement
URL00244,https://news.peerbase.xyz/p/ipe-news-9-voting-tools-network-state,news.peerbase.xyz,1,1981161677992448067,Twitter/X archive,raw URL signal; not endorsement
URL00245,https://paragraph.com/@abundance/a-crypto-economic-revolution,paragraph.com,1,1980798399160164554,Twitter/X archive,raw URL signal; not endorsement
URL00246,https://canalalentejo.sapo.pt/feira-abela-art-faire-2025-junta-arte-contemporanea-sustentabilidade-e-comunidade-no-alentejo/,canalalentejo.sapo.pt,1,1980788124054876636,Twitter/X archive,raw URL signal; not endorsement
URL00247,http://x.com/i/article/1980557680067399680,x.com,1,1980643828622323823,Twitter/X archive,raw URL signal; not endorsement
URL00248,https://paragraph.com/@holonic-horizons/the-ai-error-that-survives-every-fix?referrer=0xfF6d6a7718A234A84f740480Dbb07f6c09cF1cD5,paragraph.com,1,2045152163194663116,Twitter/X archive,raw URL signal; not endorsement
URL00249,https://paragraph.com/@city-sync/the-evolution-of-citysync,paragraph.com,1,2044419652982366502,Twitter/X archive,raw URL signal; not endorsement
URL00250,http://x.com/i/article/2043975993853960193,x.com,1,2044419573743485104,Twitter/X archive,raw URL signal; not endorsement
URL00251,http://x.com/i/article/2044318217494052865,x.com,1,2044418939128598617,Twitter/X archive,raw URL signal; not endorsement
URL00252,http://x.com/i/article/2044075283112665088,x.com,1,2044418652418580960,Twitter/X archive,raw URL signal; not endorsement
URL00253,https://pq.ethereum.org/,pq.ethereum.org,1,2044414620694204536,Twitter/X archive,raw URL signal; not endorsement
URL00254,https://x.com/i/spaces/1YpKkkpEwZdKj,x.com,1,1978618081237746170,Twitter/X archive,raw URL signal; not endorsement
URL00255,http://x.com/i/article/1977810842063187968,x.com,1,1978159420384165896,Twitter/X archive,raw URL signal; not endorsement
URL00256,https://forum.giveth.io/t/causes-qf-round-results-wrap-up-september-10-october-2-2025/2117,forum.giveth.io,1,1977847980058153290,Twitter/X archive,raw URL signal; not endorsement
URL00257,https://snapshot.box/#/s:gitcoindao.eth/proposal/0x13c3dced815dba9c84475d1f70e8edd36ff4554473020e57926d3984643dfd6b,snapshot.box,1,1977846014577914224,Twitter/X archive,raw URL signal; not endorsement
URL00258,https://paragraph.com/@city-sync,paragraph.com,1,1976763415432397234,Twitter/X archive,raw URL signal; not endorsement
URL00259,https://jornaloleme.pt/2025/10/08/abela-art-faire-regressa-em-outubro-com-arte-sustentabilidade-e-comunidade/,jornaloleme.pt,1,1976427852481634713,Twitter/X archive,raw URL signal; not endorsement
URL00260,https://news.artizen.fund/p/vending-machine-for-creativity,news.artizen.fund,1,1976373042399121680,Twitter/X archive,raw URL signal; not endorsement
URL00261,http://x.com/i/article/1976024112385409024,x.com,1,1976046751665754416,Twitter/X archive,raw URL signal; not endorsement
URL00262,http://x.com/i/article/1975909413635645440,x.com,1,1975951768296063383,Twitter/X archive,raw URL signal; not endorsement
URL00263,http://x.com/i/article/1975931924364337152,x.com,1,1975947635891843436,Twitter/X archive,raw URL signal; not endorsement
URL00264,https://blog.obol.org/squad-staking-in-csm-v2-more-nodes-less-risk-higher-yield/,blog.obol.org,1,1975386928720871805,Twitter/X archive,raw URL signal; not endorsement
URL00265,http://x.com/i/article/1973700584248127488,x.com,1,1973958438159069296,Twitter/X archive,raw URL signal; not endorsement
URL00266,https://willruddick.substack.com/p/the-heart-and-the-shell,willruddick.substack.com,1,1972945858686787584,Twitter/X archive,raw URL signal; not endorsement
URL00267,https://wiki.p2pfoundation.net/Special:RecentChanges,wiki.p2pfoundation.net,1,1972516671433941315,Twitter/X archive,raw URL signal; not endorsement
URL00268,https://tokenomicsexplained.com/economic-engine/,tokenomicsexplained.com,1,1971827412515409973,Twitter/X archive,raw URL signal; not endorsement
URL00269,http://x.com/i/article/1971218404276051968,x.com,1,1971252364662526331,Twitter/X archive,raw URL signal; not endorsement
URL00270,https://dune.com/rwareport2025,dune.com,1,1970511583563731197,Twitter/X archive,raw URL signal; not endorsement
URL00271,https://vitalik.eth.limo/general/2025/09/21/low_risk_defi.html,vitalik.eth.limo,1,1969598998785753341,Twitter/X archive,raw URL signal; not endorsement
URL00272,http://x.com/i/article/1968296793550028800,x.com,1,1968567119622111295,Twitter/X archive,raw URL signal; not endorsement
URL00273,https://x.com/i/spaces/1mnGeNDEZnLJX,x.com,1,1968512269752381531,Twitter/X archive,raw URL signal; not endorsement
URL00274,http://x.com/i/article/1967635695100649472,x.com,1,1968073946361966728,Twitter/X archive,raw URL signal; not endorsement
URL00275,http://x.com/i/article/1965761574045351936,x.com,1,1966250574451515777,Twitter/X archive,raw URL signal; not endorsement
URL00276,https://wiki.p2pfoundation.net/Ecological_State,wiki.p2pfoundation.net,1,1966174198113644757,Twitter/X archive,raw URL signal; not endorsement
URL00277,https://wiki.p2pfoundation.net/Ecological_State_Protocols,wiki.p2pfoundation.net,1,1966174198113644757,Twitter/X archive,raw URL signal; not endorsement
URL00278,http://x.com/i/article/1965170051507744768,x.com,1,1965575776075739331,Twitter/X archive,raw URL signal; not endorsement
URL00279,https://ethereum.org/roadmap/fusaka/,ethereum.org,1,1964200921220407439,Twitter/X archive,raw URL signal; not endorsement
URL00280,http://x.com/i/article/1963949802061758464,x.com,1,1964111846593511612,Twitter/X archive,raw URL signal; not endorsement
URL00281,http://x.com/i/article/1963302648410710016,x.com,1,1963438088576733452,Twitter/X archive,raw URL signal; not endorsement
URL00282,http://x.com/i/article/1961059145945108480,x.com,1,1961293290650603768,Twitter/X archive,raw URL signal; not endorsement
URL00283,https://gov.gitcoin.co/t/partnership-gitcoin-x-giveth-quadratic-funding-for-oss-domain-in-gg24/23013,gov.gitcoin.co,1,1961292990493696331,Twitter/X archive,raw URL signal; not endorsement
URL00284,http://www.rifaisicilia.com,rifaisicilia.com,1,1960799305461325914,Twitter/X archive,raw URL signal; not endorsement
URL00285,http://x.com/i/article/1960787788468719616,x.com,1,1960799055380193650,Twitter/X archive,raw URL signal; not endorsement
URL00286,http://x.com/i/article/1960341211408916480,x.com,1,1960557469521805359,Twitter/X archive,raw URL signal; not endorsement
URL00287,http://sarafu.network,sarafu.network,1,1960023490024673362,Twitter/X archive,raw URL signal; not endorsement
URL00288,http://x.com/i/article/1957868896142213120,x.com,1,1959623878092984469,Twitter/X archive,raw URL signal; not endorsement
URL00289,https://davidphelps.substack.com/p/persuasion-markets-a-manifesto,davidphelps.substack.com,1,1959362303683408335,Twitter/X archive,raw URL signal; not endorsement
URL00290,https://www.frontiersin.org/journals/blockchain/articles/10.3389/fbloc.2021.577680/full,frontiersin.org,1,1958892986755948890,Twitter/X archive,raw URL signal; not endorsement
URL00291,http://x.com/i/article/1957953922108129280,x.com,1,1958357140172902816,Twitter/X archive,raw URL signal; not endorsement
URL00292,https://www.frontiersin.org/research-topics/47075/blockchain-for-the-global-commons/magazine?utm_source=twitter&utm_medium=social&utm_campaign=rt_magazine_share&utm_content=rt47075,frontiersin.org,1,1957985474787897581,Twitter/X archive,raw URL signal; not endorsement
URL00293,https://tayken.beehiiv.com/p/q4-25,tayken.beehiiv.com,1,1957893616145170805,Twitter/X archive,raw URL signal; not endorsement
URL00294,https://vitalik.eth.limo/general/2025/08/12/onlyopensource.html,vitalik.eth.limo,1,1957615673737347381,Twitter/X archive,raw URL signal; not endorsement
URL00295,http://x.com/i/article/1957225173163139072,x.com,1,1957291154204192873,Twitter/X archive,raw URL signal; not endorsement
URL00296,https://paragraph.com/@holonic-horizons/beyond-funding-web3s-real-coordination-crisis-and-the-paradoxes-were-ignoring,paragraph.com,1,1956881364545900737,Twitter/X archive,raw URL signal; not endorsement
URL00297,https://gov.gitcoin.co/t/ann-partnership-gitcoin-x-giveth-quadratic-funding-for-oss-domain-in-gg24/23013,gov.gitcoin.co,1,1956367580681089305,Twitter/X archive,raw URL signal; not endorsement
URL00298,https://chones.xyz/2025/02/19/my-meme-coin-robot-tweeted/,chones.xyz,1,1956171689974251566,Twitter/X archive,raw URL signal; not endorsement
URL00299,https://www.researchretreat.org/papers/,researchretreat.org,1,1956168230197662024,Twitter/X archive,raw URL signal; not endorsement
URL00300,https://hackmd.io/@Carboclanc/SJFYXKt_ex,hackmd.io,1,1955884341558493634,Twitter/X archive,raw URL signal; not endorsement
URL00301,http://human.tech,human.tech,1,1955459117641826339,Twitter/X archive,raw URL signal; not endorsement
URL00302,http://x.com/i/article/2042284826888171520,x.com,1,2042634172154421299,Twitter/X archive,raw URL signal; not endorsement
URL00303,https://gainforest.gitbook.io/docs/solutions/ecocerts,gainforest.gitbook.io,1,1953286648868814870,Twitter/X archive,raw URL signal; not endorsement
URL00304,https://blog.ethereum.org/2025/07/31/lean-ethereum,blog.ethereum.org,1,1951541548081975756,Twitter/X archive,raw URL signal; not endorsement
URL00305,http://x.com/i/article/1950914537936556032,x.com,1,1951298073532965117,Twitter/X archive,raw URL signal; not endorsement
URL00306,https://carboncopy.news/features/interview-louise-borreani-pat-rawson-ecofrontiers-green-crypto-handbook-part-two/,carboncopy.news,1,1951295730355712487,Twitter/X archive,raw URL signal; not endorsement
URL00307,http://x.com/i/article/1945509263171854336,x.com,1,1951135147790672266,Twitter/X archive,raw URL signal; not endorsement
URL00308,https://www.traditionaldreamfactory.com//blog/2025-07-07-digital-nomads-in-portugal-finding-comm,traditionaldreamfactory.com,1,1950812739800105120,Twitter/X archive,raw URL signal; not endorsement
URL00309,http://x.com/i/article/1948777901974843392,x.com,1,1949943556153475359,Twitter/X archive,raw URL signal; not endorsement
URL00310,https://grassecon.substack.com/p/gainforest-and-grassroots-economics,grassecon.substack.com,1,1949661349291741397,Twitter/X archive,raw URL signal; not endorsement
URL00311,https://blog.uncommons.cc/p2p/,blog.uncommons.cc,1,1948756191737180572,Twitter/X archive,raw URL signal; not endorsement
URL00312,http://x.com/i/article/1948240173487288320,x.com,1,1948418494338334924,Twitter/X archive,raw URL signal; not endorsement
URL00313,http://x.com/i/article/1948017964315181056,x.com,1,1948408763637018792,Twitter/X archive,raw URL signal; not endorsement
URL00314,https://chones.xyz/2025/07/23/creation-of-chones-guild/,chones.xyz,1,1948172246411047274,Twitter/X archive,raw URL signal; not endorsement
URL00315,https://ecologyandsociety.org/vol27/iss3/art21/,ecologyandsociety.org,1,1948079255918649473,Twitter/X archive,raw URL signal; not endorsement
URL00316,http://Sarafu.Network,sarafu.network,1,1947459992329801928,Twitter/X archive,raw URL signal; not endorsement
URL00317,https://www.frontiersin.org/journals/blockchain/articles/10.3389/fbloc.2025.1564083/full,frontiersin.org,1,1945960129490198661,Twitter/X archive,raw URL signal; not endorsement
URL00318,http://x.com/i/article/1945880460216905728,x.com,1,1945959855799349502,Twitter/X archive,raw URL signal; not endorsement
URL00319,https://app.t2.world/t/cosmolocalism/explore,app.t2.world,1,1943959633556910505,Twitter/X archive,raw URL signal; not endorsement
URL00320,http://x.com/i/article/1940737705123430400,x.com,1,1943955905374044240,Twitter/X archive,raw URL signal; not endorsement
URL00321,http://x.com/i/article/1943250791784910848,x.com,1,1943758570262073710,Twitter/X archive,raw URL signal; not endorsement
URL00322,http://x.com/i/article/1942754655072837632,x.com,1,1943206473372139590,Twitter/X archive,raw URL signal; not endorsement
URL00323,http://x.com/i/article/1919027000095973376,x.com,1,1942595001185362089,Twitter/X archive,raw URL signal; not endorsement
URL00324,http://x.com/i/article/1933810565853630464,x.com,1,1942594239579177412,Twitter/X archive,raw URL signal; not endorsement
URL00325,https://paragraph.com/@guildguild/guilds-reference-architecture,paragraph.com,1,1942448431785443479,Twitter/X archive,raw URL signal; not endorsement
URL00326,https://paragraph.com/@greenpilldevguild/validating-the-regenerative-stack,paragraph.com,1,1942281361961660720,Twitter/X archive,raw URL signal; not endorsement
URL00327,https://paragraph.com/@greenpilldevguild/capital-formation-turning-impact-into-sustainable-revenue,paragraph.com,1,1941971449574457465,Twitter/X archive,raw URL signal; not endorsement
URL00328,https://www.resilience.org/stories/2025-07-01/agtech-for-agroecology/,resilience.org,1,1941884336166318416,Twitter/X archive,raw URL signal; not endorsement
URL00329,https://paragraph.com/@greenpilldevguild/green-goods-simplifying-impact-capture-and-exchange,paragraph.com,1,1941711360510886029,Twitter/X archive,raw URL signal; not endorsement
URL00330,https://paragraph.com/@greenpilldevguild/greenwill-powering-governance-through-reputation-tracking,paragraph.com,1,1941711074090160335,Twitter/X archive,raw URL signal; not endorsement
URL00331,http://x.com/i/article/1940197887226314752,x.com,1,1941702248813212001,Twitter/X archive,raw URL signal; not endorsement
URL00332,https://paragraph.com/@greenpilldevguild/the-allo-alliance-innovating-capital-allocation-on-chain,paragraph.com,1,1940839801860858287,Twitter/X archive,raw URL signal; not endorsement
URL00333,https://paragraph.com/@holonic-horizons/nothing-makes-sense-ai-and-information-ecology,paragraph.com,1,1940266801105182854,Twitter/X archive,raw URL signal; not endorsement
URL00334,https://paragraph.com/@greenpilldevguild/squad-staking-turning-validator-rewards-into-public-good,paragraph.com,1,1940206167541915979,Twitter/X archive,raw URL signal; not endorsement
URL00335,http://x.com/i/article/1938219034429870080,x.com,1,1939870097041940707,Twitter/X archive,raw URL signal; not endorsement
URL00336,https://paragraph.com/@greenpilldevguild/pioneering-a-regenerative-stack,paragraph.com,1,1939710465556291672,Twitter/X archive,raw URL signal; not endorsement
URL00337,http://x.com/i/article/1929532866582532096,x.com,1,1938804741225533556,Twitter/X archive,raw URL signal; not endorsement
URL00338,http://x.com/i/article/1938628629904424961,x.com,1,1938631941072523294,Twitter/X archive,raw URL signal; not endorsement
URL00339,http://Allo.capital/resources,allo.capital,1,1938315549357846533,Twitter/X archive,raw URL signal; not endorsement
URL00340,http://x.com/i/article/1934945050619691009,x.com,1,1937204486969209123,Twitter/X archive,raw URL signal; not endorsement
URL00341,http://x.com/i/article/1934741278547152896,x.com,1,1935787903465984123,Twitter/X archive,raw URL signal; not endorsement
URL00342,https://forms.gle/ptMdrioiHnfsEFxCA,forms.gle,1,1935366487998447940,Twitter/X archive,raw URL signal; not endorsement
URL00343,http://x.com/i/article/1933588820169019392,x.com,1,1933933942127898836,Twitter/X archive,raw URL signal; not endorsement
URL00344,http://x.com/i/article/1894383753398460416,x.com,1,1933933521438986679,Twitter/X archive,raw URL signal; not endorsement
URL00345,http://x.com/i/article/1932881598854168576,x.com,1,1933590491443908798,Twitter/X archive,raw URL signal; not endorsement
URL00346,http://mirror.xyz/gvish.eth/E8MDAxghx66s79cDJ-zYf31xGW7nO3q5wVu_quHIVUQ,mirror.xyz,1,1933589861895737707,Twitter/X archive,raw URL signal; not endorsement
URL00347,https://forms.gle/GCSrYqtKif961jc58,forms.gle,1,1932790412999033233,Twitter/X archive,raw URL signal; not endorsement
URL00348,https://gap.karmahq.xyz/project/greenpill-writers-guild?tab=updates,gap.karmahq.xyz,1,1931433821997592601,Twitter/X archive,raw URL signal; not endorsement
URL00349,https://paragraph.com/@paul2.eth/the-2-token-model-for-public-goods,paragraph.com,1,1930655238739956083,Twitter/X archive,raw URL signal; not endorsement
URL00350,https://discord.gg/greenpill,discord.gg,1,1923389830047625296,Twitter/X archive,raw URL signal; not endorsement
URL00351,https://t.me/+aKY9-tWebZU2MTQx,t.me,1,1923389830047625296,Twitter/X archive,raw URL signal; not endorsement
URL00352,https://greenpill.network/#book,greenpill.network,1,1911821259307995288,Twitter/X archive,raw URL signal; not endorsement
URL00353,https://www.demnext.org/projects/scaling-democratic-innovations,demnext.org,1,2042239083146010669,Twitter/X archive,raw URL signal; not endorsement
URL00354,https://github.com/coordination-structural-integrity-suite/suite,github.com,1,2041601798801162750,Twitter/X archive,raw URL signal; not endorsement
URL00355,http://x.com/i/article/2039415146863554560,x.com,1,2041601289780396035,Twitter/X archive,raw URL signal; not endorsement
URL00356,https://frameworks.securityalliance.org,frameworks.securityalliance.org,1,2041156211312038013,Twitter/X archive,raw URL signal; not endorsement
URL00357,https://innovators-thegoodshift.medium.com/the-quiet-roots-of-flourishing-why-participation-matters-2b007f62d1ea,innovators-thegoodshift.medium.com,1,2040189662715601298,Twitter/X archive,raw URL signal; not endorsement
URL00358,https://artofassociation.substack.com/p/practicing-pluralisma-conversation,artofassociation.substack.com,1,2039897556541424084,Twitter/X archive,raw URL signal; not endorsement
URL00359,https://vitalik.eth.limo/general/2026/04/02/secure_llms.html,vitalik.eth.limo,1,2039771881000042680,Twitter/X archive,raw URL signal; not endorsement
URL00360,https://github.com/durgadasji/standards,github.com,1,2039016367651758344,Twitter/X archive,raw URL signal; not endorsement
URL00361,http://x.com/i/article/2038227046099214336,x.com,1,2038302083938496890,Twitter/X archive,raw URL signal; not endorsement
URL00362,http://x.com/i/article/2037482545961742336,x.com,1,2037955309642162257,Twitter/X archive,raw URL signal; not endorsement
URL00363,http://x.com/i/article/2036902131392024576,x.com,1,2036916542839939475,Twitter/X archive,raw URL signal; not endorsement
URL00364,http://x.com/i/article/2036726641381056512,x.com,1,2036819785908998322,Twitter/X archive,raw URL signal; not endorsement
URL00365,https://docs.google.com/document/d/1FgWmWA5JcjItQviCg4GBnFnKFjr7LNan/edit?usp=sharing&ouid=111714784962310766626&rtpof=true&sd=true,docs.google.com,1,2036811741288439901,Twitter/X archive,raw URL signal; not endorsement
