person_id,name_or_handle,known_name,x_handle,source_origin,source_detail,known_affiliation,mentioned_in_podcast_synthesis,mentioned_in_twitter,twitter_mention_count,twitter_retweet_count,associated_orgs_projects,associated_topics,associated_tools_protocols,possible_role,bridge_signal,reviewer_candidate,guest_candidate,person_node_caution,public_use_status,review_status,notes
P00154,'@Kernel0x,Kernel,'@Kernel0x,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,3,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00155,'@revnets,Revnet | Tokenize your revenues and fundraises,'@revnets,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,3,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00156,'@etheconomiczone,The Ethereum Economic Zone,'@etheconomiczone,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,3,3,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00157,'@Superfluid_HQ,superfluid.eth,'@Superfluid_HQ,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,3,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00158,'@_newcubes_,free air 🎐 🍉,'@_newcubes_,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,3,2,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00159,'@CeloPublicGoods,Celo Public Goods ♻️,'@CeloPublicGoods,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,3,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00160,'@allo_capital,Allo.Capital ⛲️💦,'@allo_capital,Twitter/X archive,mentioned/retweeted account,,TRUE,,3,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00161,'@dwddao,David Dao,'@dwddao,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,3,2,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00162,'@GreenpillWrites,Greenpill Writers Guild,'@GreenpillWrites,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,3,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00163,'@ethresearchbot,ethresearchbot,'@ethresearchbot,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,2,2,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00164,'@techandsunhub,TAS HUBS,'@techandsunhub,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,2,2,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00165,'@dankrad,Dankrad Feist,'@dankrad,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,2,2,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00166,'@l2beat,L2BEAT 💗,'@l2beat,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,2,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00167,'@higrowfi,GrowFi,'@higrowfi,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,2,2,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00168,'@blockful_io,blockful.eth,'@blockful_io,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,2,2,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00169,'@griffgreen,Griff Green - griff.eth,'@griffgreen,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,2,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00170,'@ensdomains,ens.eth,'@ensdomains,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,2,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00171,'@CharlieStLouis,charles (csl) ᛋ,'@CharlieStLouis,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,2,2,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00172,'@RegenFdn,Regen Foundation,'@RegenFdn,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,2,2,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00173,'@KokonutNetwork,Kokonut Network 💚🥥🌴,'@KokonutNetwork,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,2,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00174,'@feemschats,Feems,'@feemschats,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,2,2,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00175,'@PublicNouns,Public Nouns,'@PublicNouns,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,2,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00176,'@Greenpill9ja,Greenpill Nigeria,'@Greenpill9ja,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,2,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00177,'@crypto4commons,Crypto Commons Association,'@crypto4commons,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,2,2,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00178,'@ethPandaOps,ethPandaOps,'@ethPandaOps,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,2,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00179,'@jerri_nft,Jerri 🌱DeFi to ReFi to Regen 🌎🍄🧠,'@jerri_nft,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,2,2,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00180,'@bonfiresai,Bonfires.ai,'@bonfiresai,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,2,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00181,'@DeSciWorld,DeSciWorld,'@DeSciWorld,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,2,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00182,'@DeSciAsia,DeSciAsia,'@DeSciAsia,Twitter/X archive,mentioned/retweeted account,,TRUE,,2,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00183,'@endaomentdotorg,Endaoment,'@endaomentdotorg,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,2,2,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00184,'@hellofrommarv,marv,'@hellofrommarv,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,2,2,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00185,'@samccarthy27,Sam McCarthy,'@samccarthy27,Twitter/X archive,mentioned/retweeted account,,TRUE,,2,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00186,'@regensolarpunk,Sara Johnstone,'@regensolarpunk,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,2,2,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00187,'@Uniswap,Uniswap,'@Uniswap,Twitter/X archive,mentioned/retweeted account,,TRUE,,2,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00188,'@americamag,America Magazine,'@americamag,Twitter/X archive,mentioned/retweeted account,,TRUE,,2,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00189,'@SEAL_911,SEAL 911,'@SEAL_911,Twitter/X archive,mentioned/retweeted account,,TRUE,,2,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00190,'@EFprotocol,EF Protocol Support,'@EFprotocol,Twitter/X archive,mentioned/retweeted account,,TRUE,,2,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00191,'@myosin_xyz,"Myosin.xyz (〽️, 🌎)",'@myosin_xyz,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,2,2,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00192,'@web3_data,matze | growthepie 🥧,'@web3_data,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,2,2,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00193,'@optimystics_,Optimystics,'@optimystics_,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,2,2,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00194,'@EthCC,EthCC - Ethereum Community Conference,'@EthCC,Twitter/X archive,mentioned/retweeted account,,TRUE,,2,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00195,'@nunet_global,NuNet 🌐,'@nunet_global,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,2,2,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00196,'@davinci_vote,DAVINCI protocol,'@davinci_vote,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,2,2,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00197,'@amioantho,Amio,'@amioantho,Twitter/X archive,mentioned/retweeted account,,TRUE,,2,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00198,'@time_is_oba,Afo Wefa,'@time_is_oba,Twitter/X archive,mentioned/retweeted account,,TRUE,,2,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00199,'@heenal,Heenal Patel,'@heenal,Twitter/X archive,mentioned/retweeted account,,TRUE,,2,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00200,'@kineticsarah,Sarah Smith,'@kineticsarah,Twitter/X archive,mentioned/retweeted account,,TRUE,,2,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00201,'@greenpillbrasil,Greenpill Brasil,'@greenpillbrasil,Twitter/X archive,mentioned/retweeted account,,TRUE,,2,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00202,'@orishim,ori shimony,'@orishim,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,2,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00203,'@cadamstallard,C. Adam Stallard🪁🔆🆔⿻ gov/acc,'@cadamstallard,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,2,2,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00204,'@johnx25bd,johnx,'@johnx25bd,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,2,2,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00205,'@IntuitMachine,Carlos E. Perez,'@IntuitMachine,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,2,2,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00206,'@akosmicfool,∞ Gman,'@akosmicfool,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,2,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00207,'@rstormsf,Roman Storm 🇺🇸 🌪️,'@rstormsf,Twitter/X archive,mentioned/retweeted account,,TRUE,,2,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00208,'@lurenbian,路人蝙,'@lurenbian,Twitter/X archive,mentioned/retweeted account,,TRUE,,2,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00209,'@oasaliving,OASA 🌱🌍,'@oasaliving,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,2,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00210,'@0xEN0VA,EN0VA,'@0xEN0VA,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,2,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00211,'@LidoFinance,Lido,'@LidoFinance,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,2,2,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00212,'@A_Leutenegger,Leuts.eth,'@A_Leutenegger,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,2,2,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00213,'@GlowTracker,Glow Tracker 🤖,'@GlowTracker,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,2,2,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00214,'@NatalieCrue,Nataliecrue.eth,'@NatalieCrue,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,2,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00215,'@arbitrum,Arbitrum,'@arbitrum,Twitter/X archive,mentioned/retweeted account,,TRUE,,2,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00216,'@curtis_yarvin,Curtis Yarvin,'@curtis_yarvin,Twitter/X archive,mentioned/retweeted account,,TRUE,,2,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00217,'@regensunite,Regens Unite 🌱✨,'@regensunite,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,2,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00218,'@rocketman_w,rocketman,'@rocketman_w,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,2,2,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00219,'@_Daniel_Ospina,Daniel Ospina,'@_Daniel_Ospina,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,2,2,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00220,'@0xNN2,Nick,'@0xNN2,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,2,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00221,'@ETHForTheWorld,For The World,'@ETHForTheWorld,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,2,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00222,'@foundation_gsr,GSR Foundation,'@foundation_gsr,Twitter/X archive,mentioned/retweeted account,,TRUE,,2,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00223,'@city_sync_,City/Sync,'@city_sync_,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,2,2,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00224,'@juiceboxETH,Juicebox Protocol | Program your project's money,'@juiceboxETH,Twitter/X archive,mentioned/retweeted account,,TRUE,,2,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00225,'@me_jango,jango.eth,'@me_jango,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,2,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00226,'@8ctopuso,researcher: octopus,'@8ctopuso,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,2,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00227,'@Bookof_Eth,The Book of Ethereum 📘 booe.eth,'@Bookof_Eth,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,2,2,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00228,'@thegrifft,,'@thegrifft,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,2,2,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00229,'@fhe_org,FHE.org,'@fhe_org,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,2,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00230,'@C1aranMurray,Ciarán Murray,'@C1aranMurray,Twitter/X archive,mentioned/retweeted account,,TRUE,,2,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00231,'@DAOstar_One,DAOstar,'@DAOstar_One,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,2,2,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00232,'@networkcoin,Stephen DeMeulenaere,'@networkcoin,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,2,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00233,'@0xHolonym,Holonym (old account),'@0xHolonym,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,2,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00234,'@glenweyl,(((E. Glen Weyl/衛谷倫))) ⿻ 🇺🇸/🇩🇪/🇹🇼,'@glenweyl,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,2,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00235,'@ethdevnews,ethdevnews,'@ethdevnews,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,2,2,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00236,'@magentaceiba,Magenta,'@magentaceiba,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,2,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00237,'@guildguild_eth,Guild Guild,'@guildguild_eth,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,2,2,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00238,'@SterlinLujan,Sterlin Lujan,'@SterlinLujan,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,2,2,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00239,'@alexsotodigital,Alex Soto,'@alexsotodigital,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00240,'@josancamon19,Joan Cabezas,'@josancamon19,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00241,'@akorinek,Anton Korinek,'@akorinek,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00242,'@CryptoStatuette,statuette.eth,'@CryptoStatuette,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00243,'@hashcloak,HashCloak,'@hashcloak,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00244,'@BigWProtocol,BigWater,'@BigWProtocol,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00245,'@mikeneuder,mikeneuder.eth ⟠,'@mikeneuder,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00246,'@bahrani_maryam,Maryam Bahrani,'@bahrani_maryam,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00247,'@kosmostasis,"Koss (🌱,🌌) 🐝",'@kosmostasis,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00248,'@mode_nearchos,Modestas Stragys,'@mode_nearchos,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00249,'@Common_Planet,Common Planet Foundation,'@Common_Planet,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00250,'@poidhxyz,pics or it didn't happen,'@poidhxyz,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00251,'@OgallalaLife,Ogallala Life💧🌱🦫🦬,'@OgallalaLife,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00252,'@jchaskin22,chaskin.eth,'@jchaskin22,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00253,'@buidlguidl,BuidlGuidl.eth,'@buidlguidl,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00254,'@humpty0x,humpty,'@humpty0x,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
