tweet_id,created_at,retweeted_from,mentioned_accounts,expanded_urls,hashtags,language,inferred_category,full_text,routing_notes
2053991278321316157,46154.00759259259,'@corcoranwill,'@corcoranwill,,,en,"Ethereum, Web3 Infrastructure & Security","RT @corcoranwill: There's a new chapter starting for the Protocol cluster. We're welcoming new leads and coordinators, and continuing our w…","Raw social curation signal; treat as lead, not endorsement."
2053855264982319542,46153.632268518515,'@omniharmonic,'@omniharmonic,,,en,"Regeneration, Ecology & Localism","RT @omniharmonic: New essay: Awakening the Earth Dharma (Pt I)

We’re living in a planetary initiation. The ecological crisis isn’t fundame…","Raw social curation signal; treat as lead, not endorsement."
2053581034986393850,46152.875543981485,'@sonkiski,"'@sonkiski, @EthPrague, @ethereum",,,en,"Funding, Capital Flows & Public Goods",RT @sonkiski: our funding coordination team is at @EthPrague this week presenting the workstreams we're building to improve how @ethereum e…,"Raw social curation signal; treat as lead, not endorsement."
2053580765384880545,46152.87479166667,'@PluralityInst,'@PluralityInst,,,en,Coordination & Governance,"RT @PluralityInst: Announcing the DelibTech Network:
DemocracyNext and the AI &amp; Democracy Foundation have launched the new Deliberation &amp; T…","Raw social curation signal; treat as lead, not endorsement."
2053580637500518861,46152.874444444446,'@RodovidMe,"'@RodovidMe, @EthPrague",,,en,"AI, Collective Intelligence & Sensemaking",RT @RodovidMe: Yesterday I had a talk at @EthPrague 2026 — a fairly technical crypto conference — where I shared our real experience of imp…,"Raw social curation signal; treat as lead, not endorsement."
2053446580871614770,46152.50451388889,'@higrowfi,'@higrowfi,,,en,"Regeneration, Ecology & Localism","RT @higrowfi: 🧵 Traditional finance is failing the businesses that could save the planet.

Regenerative businesses the ones rebuilding ecos…","Raw social curation signal; treat as lead, not endorsement."
2052118330006188512,46148.83924768519,'@dOrg_tech,'@dOrg_tech,,,en,"Ethereum, Web3 Infrastructure & Security","RT @dOrg_tech: Be honest:

Did you think about your protocol’s architecture
as a long-term system…or just “getting the MVP out”?

Most team…","Raw social curation signal; treat as lead, not endorsement."
2052118222472696069,46148.83894675926,'@JoinEdgeCity,"'@JoinEdgeCity, @EdgeEsmeralda",,,en,"Community Building, Events & Networks","RT @JoinEdgeCity: Edge City Newsletter - April 2026 is in your inbox 📬

What's inside:
✨ The latest programs at @EdgeEsmeralda 2026
✨ A new…","Raw social curation signal; treat as lead, not endorsement."
2052118176356290978,46148.83881944444,'@TheDRC_,"'@TheDRC_, @kelsiemvn",,,en,"Ethereum, Web3 Infrastructure & Security","RT @TheDRC_: We are thrilled to announce the release of DRC Fellow @kelsiemvn's new book, ""Decentralised Digital Security: Code, Crisis, Co…","Raw social curation signal; treat as lead, not endorsement."
2052117423277453472,46148.83673611111,'@durgadasjii,'@durgadasjii,https://bookpower-website.netlify.app/,,en,Coordination & Governance,RT @durgadasjii: https://t.co/YUbnsJdL0d This is a really cool idea,"Raw social curation signal; treat as lead, not endorsement."
2052048704438174174,46148.64711805555,'@PrivacyEthereum,'@PrivacyEthereum,,,en,"Ethereum, Web3 Infrastructure & Security","RT @PrivacyEthereum: 1/Introducing ACTA: Anonymous Credentials for Trustless Agents.
A composable privacy layer above ERC-8004 so agents ca…","Raw social curation signal; treat as lead, not endorsement."
2052048609307250976,46148.64685185185,'@ChainforGood,'@ChainforGood,,,en,Coordination & Governance,"RT @ChainforGood: Early experimentation to institutional relevance. 
That is the full journey our four pillars are built to support. 
Most…","Raw social curation signal; treat as lead, not endorsement."
2052002354715603151,46148.519212962965,'@EthPrague,'@EthPrague,,,en,Raw Leads / To Review,"RT @EthPrague: There will be a special corner at the venue where you can read, share, or exchange interesting books 📖

We also have a few a…","Raw social curation signal; treat as lead, not endorsement."
2051784530713882790,46147.91813657407,'@TerezaBizkova,"'@TerezaBizkova, @samccarthy27",,,en,Coordination & Governance,"RT @TerezaBizkova: Most of the time, governance is invisible. You only notice it when something goes wrong.

@samccarthy27 took us inside t…","Raw social curation signal; treat as lead, not endorsement."
2051396575570624814,46146.84758101852,'@OthmanGbad,'@OthmanGbad,,,en,"AI, Collective Intelligence & Sensemaking","RT @OthmanGbad: Next part of the explainer series on GMS is out! It addresses the first layer, Proposal Lifecycle Metadata https://t.co/a2D…","Raw social curation signal; treat as lead, not endorsement."
2051322760446574664,46146.64388888889,'@BlockchainGov,'@BlockchainGov,,,en,"AI, Collective Intelligence & Sensemaking","RT @BlockchainGov: This months newsletter is out! 
April was all about decentralized security, how to craft it and the lived experience of…","Raw social curation signal; treat as lead, not endorsement."
2051002272805527901,46145.75951388889,'@mbauwens,'@mbauwens,,,en,"Knowledge Commons, Ontology & Documentation","RT @mbauwens: I'm constructing a wiki page for the Philosophy Portal book in which I participated:

* Philosophy Portal Rosy Cross Antholog…","Raw social curation signal; treat as lead, not endorsement."
2051002085471101422,46145.758993055555,'@omniharmonic,'@omniharmonic,,,en,"Funding, Capital Flows & Public Goods","RT @omniharmonic: New essay: ""Protocols of Place: An Urgent Call to Develop Open Protocols and Renew Our Social Fabric""

The gap between th…","Raw social curation signal; treat as lead, not endorsement."
2025993892995195191,46076.74952546296,'@CC_ReFi_News,"'@CC_ReFi_News, @TerezaBizkova, @DjimoSerodio",,,en,"Regeneration, Ecology & Localism",RT @CC_ReFi_News: The legendary @TerezaBizkova is back with a deep-dive on land stewardship and web3's role in it. Featuring @DjimoSerodio…,"Raw social curation signal; treat as lead, not endorsement."
2025993831200555120,46076.74936342592,'@TerezaBizkova,'@TerezaBizkova,,,en,"Regeneration, Ecology & Localism","RT @TerezaBizkova: Land sits upstream of almost every crisis we treat as separate.

My new piece on stewardship, restoration, and what web3…","Raw social curation signal; treat as lead, not endorsement."
2025993727081066542,46076.749074074076,'@devanshmehta,"'@devanshmehta, @michaelpollan",,,en,Raw Leads / To Review,"RT @devanshmehta: book review: @michaelpollan gonzo account of the psychedelic movement

perhaps the funniest part of the book is its unlik…","Raw social curation signal; treat as lead, not endorsement."
2025993195608326284,46076.74760416667,'@ColeenChase,'@ColeenChase,,,en,"Funding, Capital Flows & Public Goods","RT @ColeenChase: ""The buzz behind so-called balcony solar units is bipartisan.""☀️
👉In 2025, Utah became the 1st state to allow plug-in sola…","Raw social curation signal; treat as lead, not endorsement."
2025992801452782019,46076.746516203704,'@cognitivepolicy,'@cognitivepolicy,,,en,"AI, Collective Intelligence & Sensemaking",RT @cognitivepolicy: I've been helping frame how we think about food systems during a time of planetary overshoot and ecological collapse.…,"Raw social curation signal; treat as lead, not endorsement."
2025992593926979996,46076.74594907407,'@breadcoop,"'@breadcoop, @gardens_fund",,,en,"Funding, Capital Flows & Public Goods","RT @breadcoop: Hello Breadfam! $BREAD Distribution Cycle #19 is in. @gardens_fund took home a bigger share than usual this cycle, right aft…","Raw social curation signal; treat as lead, not endorsement."
2025992511596929347,46076.745717592596,'@joshdavislight,'@joshdavislight,,,en,"Ethereum, Web3 Infrastructure & Security",RT @joshdavislight: Protocol study group starts today. See you at the kickoff.,"Raw social curation signal; treat as lead, not endorsement."
2025992193962319912,46076.744837962964,'@LBorreani,'@LBorreani,,,en,Coordination & Governance,"RT @LBorreani: 1/ lots of folks in AI governance are citing Ostrom right now.

but most are citing the wrong Ostrom.

here's why that matte…","Raw social curation signal; treat as lead, not endorsement."
2025980527103070315,46076.71265046296,'@Crypto_Altruism,'@Crypto_Altruism,,,en,"AI, Collective Intelligence & Sensemaking","RT @Crypto_Altruism: Communities don’t live inside political borders. They live in watersheds, ecosystems, and networks of care. 🌱

@omniha…","Raw social curation signal; treat as lead, not endorsement."
2025668669695521036,46075.85208333333,'@PluralityInst,'@PluralityInst,,,en,Coordination & Governance,"RT @PluralityInst: Civic Hubs are creating culture and conditions where participation, problem solving and trust can grow outside of partis…","Raw social curation signal; treat as lead, not endorsement."
2025667860991717667,46075.84984953704,'@omniharmonic,'@omniharmonic,,,en,Coordination & Governance,"RT @omniharmonic: New essay: The Infrastructure of Belonging

Bioregionalism, Network Nations and The Plurality of Place

https://t.co/Pc15…","Raw social curation signal; treat as lead, not endorsement."
2025569464347980207,46075.57833333333,'@mbauwens,'@mbauwens,,,en,"Knowledge Commons, Ontology & Documentation","RT @mbauwens: We are coming closer to the real phygital commons:

Samuel Delesque:

""At Traditional Dream Factory ( in - Abela, Portugal),…","Raw social curation signal; treat as lead, not endorsement."
2025567174388011518,46075.57201388889,'@agroforestDAO,'@agroforestDAO,,,en,Coordination & Governance,"RT @agroforestDAO: Indeed!
Made me think about my Erasmus master thesis back in 2009, when I explored engaging with Nature as a source of c…","Raw social curation signal; treat as lead, not endorsement."
2025555450419179874,46075.539664351854,'@reslashacc,'@reslashacc,,,en,Raw Leads / To Review,RT @reslashacc: This was the week when I went from Vibe Explorer to true Vibengineer. And this might be the coolest thing I’ve built yet.…,"Raw social curation signal; treat as lead, not endorsement."
2024939544999501861,46073.84008101852,'@ColeenChase,"'@ColeenChase, @w3b3forgood",,,en,Raw Leads / To Review,"RT @ColeenChase: Check out this week's issue of  @w3b3forgood 💚 I am especially interested in DSE, the Digital Solidarity Economy which ""em…","Raw social curation signal; treat as lead, not endorsement."
2024939274844401815,46073.83934027778,'@omniharmonic,"'@omniharmonic, @zaldarren",,,en,"Knowledge Commons, Ontology & Documentation","RT @omniharmonic: working on a bioregional knowledge commons here on the front range

exploring a pilot w @zaldarren to federate early w Ca…","Raw social curation signal; treat as lead, not endorsement."
2024939213767024823,46073.839166666665,'@Crypto_Altruism,'@Crypto_Altruism,,,en,"AI, Collective Intelligence & Sensemaking","RT @Crypto_Altruism: One of the clearest “beyond finance” use cases for blockchain is supply chains. 🚢

Tracking origins, verifying claims,…","Raw social curation signal; treat as lead, not endorsement."
2024939187934236756,46073.83909722222,'@gen_ukraine,'@gen_ukraine,,,en,"Regeneration, Ecology & Localism","RT @gen_ukraine: ReFi Integration Map: How Ukrainian Ecovillages Enter the ReFi Economy

We often speak about bridging local communities wi…","Raw social curation signal; treat as lead, not endorsement."
2024842845857751392,46073.57324074074,'@EtherealnewsHQ,"'@EtherealnewsHQ, @soispoke, @ethereumfndn",,,en,"Ethereum, Web3 Infrastructure & Security","RT @EtherealnewsHQ: Ethereal news weekly #12

🦖 @soispoke FOCIL is Hegotá consensus layer headliner
🧭 @ethereumfndn protocol priorities: Sc…","Raw social curation signal; treat as lead, not endorsement."
2024842687812170033,46073.5728125,'@CC_ReFi_News,'@CC_ReFi_News,,,en,"Regeneration, Ecology & Localism","RT @CC_ReFi_News: ""The future of tokenised solar isn’t just about putting panels on-chain. It’s about building the financial architecture a…","Raw social curation signal; treat as lead, not endorsement."
2024528761169834284,46072.70653935185,'@Steph_Curdy,'@Steph_Curdy,,,en,"Ethereum, Web3 Infrastructure & Security","RT @Steph_Curdy: I will be discussing crypto protocols this year at Ergodicity conference 

Here’s a link to the book for more information…","Raw social curation signal; treat as lead, not endorsement."
2024528553161752939,46072.70596064815,'@Crypto_Altruism,'@Crypto_Altruism,,,en,"AI, Collective Intelligence & Sensemaking","RT @Crypto_Altruism: Not every meaningful crypto story shows up in markets. 🌍

More than $38B in humanitarian aid moves through slow legacy…","Raw social curation signal; treat as lead, not endorsement."
2024484472247243060,46072.58431712963,'@HeenalR,"'@HeenalR, @heen_ai",,,en,"AI, Collective Intelligence & Sensemaking",RT @HeenalR: Nice work from my lil @heen_ai,"Raw social curation signal; treat as lead, not endorsement."
2024484335630295406,46072.58394675926,'@ECHInstitute,'@ECHInstitute,,,en,"Ethereum, Web3 Infrastructure & Security","RT @ECHInstitute: Headliner selection for CL EIPs is happening this week 👀

Curious what “headliner selection” means and how Ethereum netwo…","Raw social curation signal; treat as lead, not endorsement."
2024484203467833729,46072.58357638889,'@EFetheverywhere,"'@EFetheverywhere, @EthereumDenver",,,en,"Ethereum, Web3 Infrastructure & Security","RT @EFetheverywhere: 1/ @EthereumDenver kicked off today with many interesting activations and experiences at the venue, and several @ether…","Raw social curation signal; treat as lead, not endorsement."
2024484120844239110,46072.58335648148,'@mbauwens,'@mbauwens,http://bloomnetwork.earth,,en,"Funding, Capital Flows & Public Goods","RT @mbauwens: Retroactive public funding rewards the people who have already done the work:

* Bloom Network,

https://t.co/OhgRtaxPYz

 is…","Raw social curation signal; treat as lead, not endorsement."
2024316741640245563,46072.121469907404,'@CC_ReFi_News,"'@CC_ReFi_News, @HolmesrjRob, @suno_finance",,,en,"Regeneration, Ecology & Localism","RT @CC_ReFi_News: Amid soaring electricity demand, solar energy is having its moment. We sat down with @HolmesrjRob of @suno_finance to dis…","Raw social curation signal; treat as lead, not endorsement."
2024208870298571019,46071.82380787037,'@VitalikButerin,'@VitalikButerin,https://www.myprivacy.blog/the-digital-iron-curtain-how-iran-built-the-worlds-most-invasive-surveillance-state/,,en,"Ethereum, Web3 Infrastructure & Security","RT @VitalikButerin: This is a good post on the impact of surveillance in Iran:

https://t.co/TzSqUE2JOo

It's worth reading.

IMO one mista…","Raw social curation signal; treat as lead, not endorsement."
2024208744272347435,46071.82346064815,'@DAOscope,'@DAOscope,,,en,"Funding, Capital Flows & Public Goods","RT @DAOscope: Can public goods evolve beyond states and philanthropy? 🤔

This article is an exploration of how DAOs redesign the commons th…","Raw social curation signal; treat as lead, not endorsement."
2024208695966498937,46071.82332175926,'@gitcoin,'@gitcoin,,,en,"Funding, Capital Flows & Public Goods","RT @gitcoin: What happens when an Ethereum community is given the resources it needs to self-organize?

Last weekend, we saw the answer at…","Raw social curation signal; treat as lead, not endorsement."
2024208620229902714,46071.823113425926,'@natesuits,'@natesuits,,,en,"AI, Collective Intelligence & Sensemaking",RT @natesuits: I'm really excited about moving forward with a project that puts blockchains in a real-world setting.  If you are interested…,"Raw social curation signal; treat as lead, not endorsement."
2024208560687628633,46071.82295138889,'@Molecule_sci,'@Molecule_sci,,,en,"Ethereum, Web3 Infrastructure & Security","RT @Molecule_sci: The Molecule Protocol is expanding.

Since inception, Molecule has built foundational technical primitives, legal framewo…","Raw social curation signal; treat as lead, not endorsement."
2024208292726132838,46071.82221064815,'@OctantApp,'@OctantApp,http://x.com/i/article/2024192114951933954,,zxx,"Funding, Capital Flows & Public Goods",RT @OctantApp: https://t.co/w5r7n3smED,"Raw social curation signal; treat as lead, not endorsement."
2024204757636686089,46071.8124537037,'@0xy_moron,'@0xy_moron,http://x.com/i/article/2024144031639306240,,zxx,Raw Leads / To Review,RT @0xy_moron: https://t.co/STpOJDqCLP,"Raw social curation signal; treat as lead, not endorsement."
2024201660835180801,46071.80391203704,'@HumnPassport,'@HumnPassport,,,en,"Funding, Capital Flows & Public Goods","RT @HumnPassport: The Covenant principles explained:
VI. Capital Serves Public Goods

TL;DR: Money should go to things that benefit everyon…","Raw social curation signal; treat as lead, not endorsement."
2024201625594724476,46071.803819444445,'@DisruptionJoe,'@DisruptionJoe,,,en,Raw Leads / To Review,RT @DisruptionJoe: Is this why ppl were freaking out about obsidian and open claw?,"Raw social curation signal; treat as lead, not endorsement."
2024178475083378809,46071.73993055556,'@OpenLitterMap,'@OpenLitterMap,,,en,Raw Leads / To Review,"RT @OpenLitterMap: For years, OpenLitterMap had a bug with the locations in its database. We have a nested Country-State-City model with 10…","Raw social curation signal; treat as lead, not endorsement."
2024178120157245875,46071.73894675926,'@OctantApp,'@OctantApp,,,en,"Funding, Capital Flows & Public Goods","RT @OctantApp: Today's the big day. Our migration epoch is finally here.

Here's what you'll have to do:
1) You allocate the way you would…","Raw social curation signal; treat as lead, not endorsement."
2024178069594845271,46071.73880787037,'@cryptoeconlab,"'@cryptoeconlab, @zerolendxyz",,,en,Raw Leads / To Review,"RT @cryptoeconlab: @zerolendxyz  is shutting down. 98% TVL drop. Token collapsed. Operating at a loss for months.

This is what happens whe…","Raw social curation signal; treat as lead, not endorsement."
2023908222705291373,46070.99417824074,'@eas_eth,'@eas_eth,,,en,"Ethereum, Web3 Infrastructure & Security","RT @eas_eth: This is increasingly relevant in today's a2a and human: agent environments.

If you want a math-based approach to solving repu…","Raw social curation signal; treat as lead, not endorsement."
2023904146366120007,46070.98292824074,'@JoinEdgeCity,'@JoinEdgeCity,http://x.com/i/article/2022345326816821249,,zxx,Raw Leads / To Review,RT @JoinEdgeCity: https://t.co/hRNUhk8YOm,"Raw social curation signal; treat as lead, not endorsement."
2023904130234745083,46070.982881944445,'@SacredProtocol,'@SacredProtocol,http://x.com/i/article/2021261046170718208,,zxx,"Ethereum, Web3 Infrastructure & Security",RT @SacredProtocol: https://t.co/DQnr1uFfn4,"Raw social curation signal; treat as lead, not endorsement."
2023904102975996144,46070.9828125,'@endaomentdotorg,'@endaomentdotorg,,,en,"Funding, Capital Flows & Public Goods","RT @endaomentdotorg: New case study is live 📘

See how Research Hub used Endaoment to facilitate nearly $1M in research funding - using mod…","Raw social curation signal; treat as lead, not endorsement."
2023904088170135591,46070.982766203706,'@MBugajEth,'@MBugajEth,,,en,"Ethereum, Web3 Infrastructure & Security","RT @MBugajEth: zkVM Standards v0 is here! 🎉

The zkEVM team has published three initial standards to reduce fragmentation across the zkVM e…","Raw social curation signal; treat as lead, not endorsement."
2023869625331839036,46070.88767361111,'@Crypto_Altruism,'@Crypto_Altruism,http://x.com/i/article/2023822030626230272,,zxx,Raw Leads / To Review,RT @Crypto_Altruism: https://t.co/ub3AhQSKvl,"Raw social curation signal; treat as lead, not endorsement."
2023493759082926227,46069.85047453704,'@LBorreani,'@LBorreani,,,en,"AI, Collective Intelligence & Sensemaking","RT @LBorreani: 1/ back in 2024, andrew ng proposed four design patterns for AI agents.

two years on, here's what happened 🧵","Raw social curation signal; treat as lead, not endorsement."
2023474316147565024,46069.79681712963,'@iamsvenh,"'@iamsvenh, @ethereumboulder",https://incented.co/docs/conviction-market,,en,"Knowledge Commons, Ontology & Documentation","RT @iamsvenh: Had a lot of fun talking about Conviction Markets at @ethereumboulder. Thanks to all that came out. 

https://t.co/dn9B4xqSsS…","Raw social curation signal; treat as lead, not endorsement."
2023468909823775041,46069.78189814815,'@ECHInstitute,'@ECHInstitute,http://x.com/i/article/2016558940742701057,,zxx,Raw Leads / To Review,RT @ECHInstitute: https://t.co/MuWkFIa0V7,"Raw social curation signal; treat as lead, not endorsement."
2023468857160331502,46069.78175925926,'@Crypto_Altruism,'@Crypto_Altruism,,,en,"AI, Collective Intelligence & Sensemaking","RT @Crypto_Altruism: Blockchain for Good just published a 98-page report on crypto in humanitarian aid. 🤍 

Stablecoin payrolls in Syrian h…","Raw social curation signal; treat as lead, not endorsement."
2023451493739712807,46069.73384259259,'@BlockchainGov,'@BlockchainGov,,,en,Coordination & Governance,"RT @BlockchainGov: What would it take to align DAO labour with the solidarity economy?

This weeks article was released only last week, And…","Raw social curation signal; treat as lead, not endorsement."
2023451126285144295,46069.732835648145,'@gen_ukraine,'@gen_ukraine,,,en,"Regeneration, Ecology & Localism","RT @gen_ukraine: Building Ecological Infrastructure: Biodiversity Monitoring Across Six Sites and the Road to Regen Network

Over the past…","Raw social curation signal; treat as lead, not endorsement."
2023175806907035711,46068.97309027778,'@francescoswiss,"'@francescoswiss, @tkstanczak, @ethereumboulder",,,en,"Ethereum, Web3 Infrastructure & Security","RT @francescoswiss: Full 2026 EF strategy breakdown from @tkstanczak at @ethereumboulder 🔥

Here's the complete 🧵 on the future of Ethereum…","Raw social curation signal; treat as lead, not endorsement."
2023175754746314770,46068.97295138889,'@devanshmehta,"'@devanshmehta, @ethereumboulder, @owocki",,,en,"Ethereum, Web3 Infrastructure & Security","RT @devanshmehta: This afternoon @ethereumboulder , @owocki spoke about past in-protocol EIPs to fund ethereum growth  like contract secure…","Raw social curation signal; treat as lead, not endorsement."
2023116592905613455,46068.809699074074,'@ethereumboulder,"'@ethereumboulder, @bonfiresai",,,en,"Knowledge Commons, Ontology & Documentation","RT @ethereumboulder: Day 2 at EthBoulder 🏔️

The @bonfiresai knowledge graph kept building – mapping connections across sessions and helpin…","Raw social curation signal; treat as lead, not endorsement."
2022835040380489878,46068.03275462963,'@localscale,"'@localscale, @LearningImpact",,,en,"Regeneration, Ecology & Localism",RT @localscale: LocalScale introduces the Education Hub : this includes an integration with OpenBadges (@LearningImpact) to verify achievem…,"Raw social curation signal; treat as lead, not endorsement."
2022834958612537749,46068.032534722224,'@mbauwens,'@mbauwens,,,ro,Raw Leads / To Review,"RT @mbauwens: Proposal for a Federated, Post-Monetary, Cybernetic Cooperative Economic System

* Technical White Paper: INTEGRAL. A Federat…","Raw social curation signal; treat as lead, not endorsement."
2022786829489979416,46067.899722222224,'@JoinEdgeCity,'@JoinEdgeCity,,,en,"AI, Collective Intelligence & Sensemaking","RT @JoinEdgeCity: YOU'VE GOT MAIL 📬

Our latest newsletter dropped, covering:
🎟️ Discounted tickets
🏡 Housing guide with special rates
👥 Ap…","Raw social curation signal; treat as lead, not endorsement."
2022786733457154086,46067.89945601852,'@devanshmehta,"'@devanshmehta, @owocki, @dannyryan",,,en,"Ethereum, Web3 Infrastructure & Security","RT @devanshmehta: Amazing fireside chat b/w @owocki &amp; @dannyryan , here are 3 clear takeaways;

1. Unlike the early wave of Ethereum apps t…","Raw social curation signal; treat as lead, not endorsement."
2022771858383245379,46067.858402777776,'@thegaiantimes,'@thegaiantimes,,,en,"AI, Collective Intelligence & Sensemaking","RT @thegaiantimes: Extreme Heat Sparks Clean Energy Wake-Up Call

As extreme heat grips central Australia, driving up power bills and highl…","Raw social curation signal; treat as lead, not endorsement."
2022416755755557352,46066.87850694444,'@theopenmachine,'@theopenmachine,http://x.com/i/article/2022403585586401283,,zxx,Raw Leads / To Review,RT @theopenmachine: https://t.co/PE95dt7pZh,"Raw social curation signal; treat as lead, not endorsement."
2022416643515912321,46066.87820601852,'@EFetheverywhere,"'@EFetheverywhere, @ethereumfndn, @ethereumboulder",,,en,"Ethereum, Web3 Infrastructure & Security","RT @EFetheverywhere: 1/ Our team and other @ethereumfndn teams are at @ethereumboulder, and it's a great kickoff to Colorado's packed week…","Raw social curation signal; treat as lead, not endorsement."
2022388656942764067,46066.80097222222,'@regensolarpunk,"'@regensolarpunk, @ethereumboulder, @omniharmonic",,,en,"Regeneration, Ecology & Localism","RT @regensolarpunk: @ethereumboulder starts today 🚀

I’m excited to co-host the Ethereum Localism track tomorrow with @omniharmonic (1–5pm…","Raw social curation signal; treat as lead, not endorsement."
2022388309239173408,46066.80001157407,'@EFetheverywhere,"'@EFetheverywhere, @urbeEth",,,en,"Ethereum, Web3 Infrastructure & Security","RT @EFetheverywhere: 1/ The next Ethereum Community Hub is launching in Rome!

Hosted by @urbeEth, an active builder community, it's a vibr…","Raw social curation signal; treat as lead, not endorsement."
2022387876156314059,46066.79881944445,'@ChonesWeaving,'@ChonesWeaving,,,en,Raw Leads / To Review,"RT @ChonesWeaving: still puzzling!

""We just have to stop breaking them with 10-year extraction cycles that treat workers and creators as s…","Raw social curation signal; treat as lead, not endorsement."
2022387577341493546,46066.797997685186,'@ChonesWeaving,'@ChonesWeaving,,,en,"AI, Collective Intelligence & Sensemaking","RT @ChonesWeaving: ""The race isn’t linear (fund startup, extract, exit, done). It’s cyclical: Capital → Communities → Builders → Sustainabl…","Raw social curation signal; treat as lead, not endorsement."
2022384242471362798,46066.7887962963,'@devanshmehta,'@devanshmehta,,,en,Raw Leads / To Review,"RT @devanshmehta: Eth boulder just started off!

Love the theme around ""fork the future"" - that we can bend the arc  of the future towards…","Raw social curation signal; treat as lead, not endorsement."
2022384196732461117,46066.788668981484,'@RohitMalekar,'@RohitMalekar,,,en,"Funding, Capital Flows & Public Goods","RT @RohitMalekar: Elinor Ostrom’s work suggests the hard part of public goods isn’t contribution, but coordination among socially connected…","Raw social curation signal; treat as lead, not endorsement."
2022384146677666240,46066.78853009259,'@cryptoeconlab,'@cryptoeconlab,http://x.com/i/article/2021944400302018560,,zxx,Raw Leads / To Review,RT @cryptoeconlab: https://t.co/hcfrTSnz8H,"Raw social curation signal; treat as lead, not endorsement."
2022320293688058241,46066.61232638889,'@MarceloReFi,'@MarceloReFi,,,en,"Regeneration, Ecology & Localism","RT @MarceloReFi: Interesting, saving for later","Raw social curation signal; treat as lead, not endorsement."
2022319276611252586,46066.60952546296,'@GraceRachmany,"'@GraceRachmany, @by_caballero",,"MOSIP, mosipconnect",en,"Community Building, Events & Networks",RT @GraceRachmany: Hot takes on Digital Identity from #MOSIP #mosipconnect from @by_caballero ... Join us at DIF to hear event highlights.…,"Raw social curation signal; treat as lead, not endorsement."
2022319231136629190,46066.609398148146,'@samflan,"'@samflan, @Crypto_Altruism",,,en,"Funding, Capital Flows & Public Goods","RT @samflan: 🌍 This Week in Web3ForGood

- 🤖 Why Vitalik says AI needs blockchain
- ⚡ The @Crypto_Altruism guide to Solana 
- 💰 New funding…","Raw social curation signal; treat as lead, not endorsement."
2022308886393295083,46066.58084490741,'@EtherealnewsHQ,"'@EtherealnewsHQ, @Uniswap, @ensdomains",,,en,"AI, Collective Intelligence & Sensemaking","RT @EtherealnewsHQ: Ethereal news weekly #11

💱 @Uniswap BlackRock BUIDL tradeable via UniswapX
📛 @ensdomains staying on mainnet
🗳️ @solidi…","Raw social curation signal; treat as lead, not endorsement."
2022177416777793541,46066.21806712963,'@PluralityInst,'@PluralityInst,,,en,Coordination & Governance,"RT @PluralityInst: Report: How the World Lives with AI - Trust, usage, &amp; perception across 70 countries.

Learn what people use AI for, if…","Raw social curation signal; treat as lead, not endorsement."
2022177167493542080,46066.21737268518,'@durgadasjii,'@durgadasjii,https://stephenreid.substack.com/?r=dgwxu&utm_campaign=referrals-subscribe-page-share-screen&utm_medium=web,,en,Coordination & Governance,RT @durgadasjii: Subscribe to Stephen Reid In Correspondence https://t.co/gXMJag0rHv,"Raw social curation signal; treat as lead, not endorsement."
2022168782538780680,46066.194236111114,'@MCSocialVenture,'@MCSocialVenture,,,en,Raw Leads / To Review,"RT @MCSocialVenture: 🍅Saltier water. Rising heat. Up to 50% yield loss for tomato farmers in Baja California.

We’re piloting non-GMO seed…","Raw social curation signal; treat as lead, not endorsement."
2022168761730838862,46066.19417824074,'@ntnsndr,"'@ntnsndr, @americamag, @AnthropicAI",,,en,"AI, Collective Intelligence & Sensemaking",RT @ntnsndr: My latest in @americamag: Why @AnthropicAI treats its chatbot like a person and apologizes to it for capitalism: https://t.co/…,"Raw social curation signal; treat as lead, not endorsement."
2022166142803226949,46066.186956018515,'@JoinEdgeCity,'@JoinEdgeCity,http://x.com/i/article/2021482969265750016,,zxx,Raw Leads / To Review,RT @JoinEdgeCity: https://t.co/VsTPjPoz5k,"Raw social curation signal; treat as lead, not endorsement."
2022166092375031950,46066.18681712963,'@simile_ai,'@simile_ai,http://x.com/i/article/2021999683716231170,,zxx,"AI, Collective Intelligence & Sensemaking",RT @simile_ai: https://t.co/eKKz1ewGex,"Raw social curation signal; treat as lead, not endorsement."
2021953892209029610,46065.60125,'@web3privacy,"'@web3privacy, @oskarth",,,en,"Ethereum, Web3 Infrastructure & Security","RT @web3privacy: You know what ZK is.

But can you explain it without math?

We built a 15-minute Academy course with @oskarth from @ethere…","Raw social curation signal; treat as lead, not endorsement."
2021947572559261900,46065.58380787037,'@0xSofiverse,"'@0xSofiverse, @evrimtan, @HumbertoBesso",,,en,Raw Leads / To Review,"RT @0xSofiverse: ✨ Some months ago, @evrimtan invited @HumbertoBesso and me to contribute to a book bringing together first-hand insights f…","Raw social curation signal; treat as lead, not endorsement."
2021947372008616083,46065.58326388889,'@ChonesWeaving,'@ChonesWeaving,,,en,Raw Leads / To Review,"RT @ChonesWeaving: ""The race isn’t linear (win capability once, done). It’s cyclical: Capability → Creative Use → Attention → Insights/Data…","Raw social curation signal; treat as lead, not endorsement."
