global_id,name,primary_type,tab_location,toolkit_route,source_origin,review_status,notes
IDX00001,'@Crypto_Altruism,person/account,People & Accounts,Social Signal Review,Twitter/X archive,raw social signal; not endorsement,mention_count=53; retweet_count=51
IDX00653,Uyunkar Domingo Peas,person,People & Accounts,People/Account Review,explicit_podcast_synthesis,raw; needs verification,Indigenous stewardship primary voice signal
IDX00654,Cassandra Lynn Ferrera,person,People & Accounts,People/Account Review,explicit_podcast_synthesis,raw; needs verification,Commons and land-based practice
IDX00655,Brandon Welch,person,People & Accounts,People/Account Review,explicit_podcast_synthesis,raw; needs verification,Regeneration and ecosystem finance signal
IDX00656,Justin Winters,person,People & Accounts,People/Account Review,explicit_podcast_synthesis,raw; needs verification,Climate philanthropy / One Earth
IDX00657,Karl Burkart,person,People & Accounts,People/Account Review,explicit_podcast_synthesis,raw; needs verification,Climate philanthropy and mapping
IDX00658,Tony Lai,person,People & Accounts,People/Account Review,explicit_podcast_synthesis,raw; needs verification,Rights of nature / legal commons context
IDX00659,Michel Bauwens,person,People & Accounts,People/Account Review,explicit_podcast_synthesis,raw; needs verification,Commons and peer production
IDX00660,Nate Hagens,person,People & Accounts,People/Account Review,explicit_podcast_synthesis,raw; needs verification,"Energy, ecology, systems thinking"
IDX00661,Stuart Cowan,person,People & Accounts,People/Account Review,explicit_podcast_synthesis,raw; needs verification,Regenerative economics and systems
IDX00662,Yoseph Ayele,person,People & Accounts,People/Account Review,explicit_podcast_synthesis,raw; needs verification,Commons and local economies
IDX00663,Andy Tudhope,person,People & Accounts,People/Account Review,explicit_podcast_synthesis,raw; needs verification,Knowledge and commons source signal
IDX00664,Paul Gambill,person,People & Accounts,People/Account Review,adjacent_expansion,raw; needs verification,Carbon removal / net zero critique
IDX00665,Martin Stuchtey,person,People & Accounts,People/Account Review,adjacent_expansion,raw; needs verification,Nature on balance sheet / land finance
IDX00666,Rez,person,People & Accounts,People/Account Review,adjacent_expansion,raw; needs verification,Forward carbon financing
IDX00667,David Dao,person,People & Accounts,People/Account Review,explicit_podcast_synthesis,raw; needs verification,AI/conservation and impact verification
IDX00668,Djimo Serodio,person,People & Accounts,People/Account Review,explicit_podcast_synthesis,raw; needs verification,Tree planting / MRV context
IDX00669,Magenta Ceiba,person,People & Accounts,People/Account Review,explicit_podcast_synthesis,raw; needs verification,Cultural/ecological regeneration signal
IDX00670,Drew Simon,person,People & Accounts,People/Account Review,explicit_podcast_synthesis,raw; needs verification,Podcast founder / nonprofit onboarding bridge
IDX00671,Ivan Kosyuk,person,People & Accounts,People/Account Review,explicit_podcast_synthesis,raw; needs verification,Humanitarian / Ukraine web3 signal
IDX00672,Tetiana Deshko,person,People & Accounts,People/Account Review,explicit_podcast_synthesis,raw; needs verification,Humanitarian / Ukraine web3 signal
IDX00673,Nigel Pont,person,People & Accounts,People/Account Review,explicit_podcast_synthesis,raw; needs verification,Web3 impact signal
IDX00674,Joshua Dávila,person,People & Accounts,People/Account Review,explicit_podcast_synthesis,raw; needs verification,Crypto left / web3 social impact
IDX00675,Joe Agoada,person,People & Accounts,People/Account Review,explicit_podcast_synthesis,raw; needs verification,Stablecoin / humanitarian rails signal
IDX00676,Mark Pascall,person,People & Accounts,People/Account Review,explicit_podcast_synthesis,raw; needs verification,Web3 social impact signal
IDX00677,Stefan Deiss,person,People & Accounts,People/Account Review,explicit_podcast_synthesis,raw; needs verification,Web3 impact signal
IDX00678,Yaniv Tal,person,People & Accounts,People/Account Review,explicit_podcast_synthesis,raw; needs verification,Decentralized indexing / public goods infra
IDX00679,Heenal,person,People & Accounts,People/Account Review,explicit_project_context,raw; needs verification,v1 site / toolkit context
IDX00680,Marv,person,People & Accounts,People/Account Review,explicit_project_context,raw; needs verification,Design/implementation context
IDX00681,rathermercurial,person,People & Accounts,People/Account Review,explicit_podcast_synthesis,raw; needs verification,Swarm and knowledge commons context
IDX00682,Durgadas,person,People & Accounts,People/Account Review,twitter_and_project_context,raw; needs verification,Structural integrity / frame language
IDX00683,Joe Brewer,person,People & Accounts,People/Account Review,twitter_signal,raw; needs verification,Regenerative systems / culture design
IDX00684,Benjamin Life,person,People & Accounts,People/Account Review,twitter_signal,raw; needs verification,AI/coordination/social signal
IDX00685,Louise Borreani,person,People & Accounts,People/Account Review,twitter_signal,raw; needs verification,ReFi/localism social signal
IDX00686,Sam Flanagan,person,People & Accounts,People/Account Review,twitter_signal,raw; needs verification,Social signal lead
IDX00687,Collective Intelligence Project,Organizations Network,Organizations Networks,Resource Graph,resource_registry_v0_2,raw,
IDX00688,Nothing Makes Sense: AI & Information Ecology,Books Papers Articles Report,Books Papers Articles Reports,Resource Graph,resource_registry_v0_2,raw,
IDX00689,Retrieval-Augmented Generation,Concepts Frameworks Methodologie,Concepts Frameworks Methodologies,Resource Graph,resource_registry_v0_2,raw,
IDX00690,Civic AI,Organizations Network,Organizations Networks,Resource Graph,resource_registry_v0_2,raw,
IDX00691,Vitalik — Secure LLMs,Books Papers Articles Report,Books Papers Articles Reports,Resource Graph,resource_registry_v0_2,raw,
IDX00692,Bonfires AI X thread,Organizations Network,Organizations Networks,Resource Graph,resource_registry_v0_2,raw,
IDX00693,Gaia AI X thread 1,Organizations Network,Organizations Networks,Resource Graph,resource_registry_v0_2,raw,
IDX00694,Gaia AI X thread 2,Organizations Network,Organizations Networks,Resource Graph,resource_registry_v0_2,raw,
IDX00695,Kami of the Commons,Books Papers Articles Report,Books Papers Articles Reports,Resource Graph,resource_registry_v0_2,raw,
IDX00696,Open Machine,Concepts Frameworks Methodologie,Concepts Frameworks Methodologies,Resource Graph,resource_registry_v0_2,raw,
IDX00697,Bonfires AI,Tools Protocols Platform,Tools Protocols Platforms,Resource Graph,resource_registry_v0_2,raw,
IDX00698,Gaia AI,Organizations Network,Organizations Networks,Resource Graph,resource_registry_v0_2,raw,
IDX00699,Cynefin,Concepts Frameworks Methodologie,Concepts Frameworks Methodologies,Resource Graph,resource_registry_v0_2,raw,"Added as a reviewable expansion lead; verify fit, URL, and priority before treating as curated."
IDX00700,Anthropic,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX00701,Blockchain for Good Alliance (BGA),Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX00702,BlockchainGov,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX00703,Bonfires.ai,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX00704,bot.heenal.eth,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX00705,Captain Obvious,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX00706,Chaîne Research 🌐,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX00707,"Devcon 8 | Mumbai, India 🇮🇳",Events Conferences Gathering,Events Conferences Gatherings,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX00708,ens.eth,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX00709,ethdaily.eth,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX00710,free air 🎐 🍉,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX00711,Gaia AI,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX00712,High Plains Journal,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX00713,Holochain,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX00714,Ittai Abraham,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX00715,Magenta,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX00716,nairolf,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX00717,niko,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX00718,owockai,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX00719,penguin (acc/ai16z),Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX00720,renaissancing,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX00721,Revnet | Tokenize your revenues and fundraises,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX00722,RifaiSicilia.ETH 🌍,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX00723,SeaTrees,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX00724,Simile,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX00725,Suhail Kakar,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX00726,The Gaian Times,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX00727,URL lead - americamagazine.org,Tools Protocols Platform,Tools Protocols Platforms,Resource Graph,resource_registry_v0_2,raw,Auto-extracted URL lead from Twitter archive. Context: RT @ntnsndr: Thanks to @americamag for this essay on the @us_trappists monastery that changed my life: https://t.co/U8TvfBeDFx
IDX00728,URL lead - canalalentejo.sapo.pt,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted URL lead from Twitter archive. Context: RT @tdfinyourdreams: Feira Abela Art Faire 2025 junta arte contemporânea, sustentabilidade e comunidade no Alentejo https://t.co/j3lIR1qjR8"
IDX00729,URL lead - chaincatcher.com,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted URL lead from Twitter archive. Context: RT @mbauwens: * P2P as computing vs P2P as a social dynamic

https://t.co/4bijkRPxQl

""have always felt that from the very beginning—like w…"
IDX00730,URL lead - davidphelps.substack.com,Organizations Network,Organizations Networks,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted URL lead from Twitter archive. Context: RT @divine_economy: @0xNairolf don’t forget persuasion markets

https://t.co/ZxpM6RhBlq"
IDX00731,URL lead - decentralizedthoughts.github.io,Repositories Codebase,Repositories Codebases,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted URL lead from Twitter archive. Context: RT @soubhik_deb: I have to say, I need to say that with the decentralized thoughts blog (https://t.co/Yv4lvldFKQ),  @kartik1507, @ittaia an…"
IDX00732,URL lead - ensurance.app,Tools Protocols Platform,Tools Protocols Platforms,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted URL lead from Twitter archive. Context: RT @tmoindustries: ""why ai agents need ensurance"" 

 https://t.co/P4SntIzQJX"
IDX00733,URL lead - frontiersin.org,Organizations Network,Organizations Networks,Resource Graph,resource_registry_v0_2,raw,Auto-extracted URL lead from Twitter archive. Context: RT @tecmns: @drozas @samerP2P Read the full article here: https://t.co/STBbvths0g
IDX00734,URL lead - frontiersin.org,Organizations Network,Organizations Networks,Resource Graph,resource_registry_v0_2,raw,Auto-extracted URL lead from Twitter archive. Context: RT @tecmns: Read the full study here: https://t.co/tegQ4tgKw6
IDX00735,URL lead - grokipedia.com,Tools Protocols Platform,Tools Protocols Platforms,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted URL lead from Twitter archive. Context: RT @swiftevo1: AI application case study - Grok &amp; Grokipedia

https://t.co/Thv9eE5tT5

As the founder of @DeSciAsia , i chat with @grok, se…"
IDX00736,URL lead - jornaloleme.pt,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted URL lead from Twitter archive. Context: RT @tdfinyourdreams: Abela Art Faire regressa em outubro com arte, sustentabilidade e comunidade https://t.co/QzhgLRV4L3"
IDX00737,URL lead - news.stanford.edu,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,Auto-extracted URL lead from Twitter archive. Context: RT @rileybeans_: @DCinvestor Hopefully something like this can help solve the situation https://t.co/Bl9W0vE0Ll
IDX00738,URL lead - open.substack.com,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted URL lead from Twitter archive. Context: RT @BlockchainGov: Our December Newsletter/2025 roundup is out. 💓📩💌

Read it here: https://t.co/SWfHAmBxBz https://t.co/SsdiTaNUCm"
IDX00739,URL lead - paragraph.com,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,Auto-extracted URL lead from Twitter archive. Context: RT @ecofrontiers: 5/ read in more detail about our 2025 adventures: https://t.co/Uuifm8qO5z
IDX00740,URL lead - paragraph.com,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,Auto-extracted URL lead from Twitter archive. Context: RT @GaiaAIxyz: https://t.co/aM5CdS6ycs
IDX00741,URL lead - resilience.org,Organizations Network,Organizations Networks,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted URL lead from Twitter archive. Context: RT @gen_ukraine: When Infrastructure Falls Apart, Living Systems Take Over https://t.co/OWoade7kV3 #ecovillages"
IDX00742,URL lead - rifaisicilia.com,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,Auto-extracted URL lead from Twitter archive. Context: RT @RifaiSicilia: Che figo! We now have a new website https://t.co/NtRx97kblH
IDX00743,URL lead - tokenomicsexplained.com,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,Auto-extracted URL lead from Twitter archive. Context: RT @LogrisTheBard: https://t.co/oGnGGAItoV
IDX00744,UZH Blockchain Center,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX00745,X Article lead - 2005590516369608704,Books Papers Articles Report,Books Papers Articles Reports,Resource Graph,resource_registry_v0_2,raw,Auto-extracted URL lead from Twitter archive. Context: RT @SuhailKakar: https://t.co/TpoSxwCVKk
IDX00746,X Article lead - 2008156367496908800,Books Papers Articles Report,Books Papers Articles Reports,Resource Graph,resource_registry_v0_2,raw,Auto-extracted URL lead from Twitter archive. Context: RT @ashebytes: https://t.co/yY7bQaIe6C
IDX00747,X Article lead - 2013008223658221568,Books Papers Articles Report,Books Papers Articles Reports,Resource Graph,resource_registry_v0_2,raw,Auto-extracted URL lead from Twitter archive. Context: RT @saintniko: https://t.co/A5W8QRL8Si
IDX00748,X Article lead - 2021999683716231170,Books Papers Articles Report,Books Papers Articles Reports,Resource Graph,resource_registry_v0_2,raw,Auto-extracted URL lead from Twitter archive. Context: RT @simile_ai: https://t.co/eKKz1ewGex
IDX00749,⿻ Audrey Tang 唐鳳,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX00750,Raw URL lead - bonfires.ai,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,Preserved from uploaded documents/text. Context:
IDX00751,Raw URL lead - cognee.ai,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,Preserved from uploaded documents/text. Context:
IDX00752,Raw URL lead - donellameadows.org,Books Papers Articles Report,Books Papers Articles Reports,Resource Graph,resource_registry_v0_2,raw,Preserved from uploaded documents/text. Context:
IDX00753,Raw URL lead - gaiaai.xyz,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,Preserved from uploaded documents/text. Context:
IDX00754,Raw URL lead - github.com,Repositories Codebase,Repositories Codebases,Resource Graph,resource_registry_v0_2,raw,Preserved from uploaded documents/text. Context:
IDX00755,Raw URL lead - info.vtaiwan.tw,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,Preserved from uploaded documents/text. Context:
IDX00756,Raw URL lead - langchain.com,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,Preserved from uploaded documents/text. Context:
IDX00757,Raw URL lead - llamaindex.ai,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,Preserved from uploaded documents/text. Context:
IDX00758,Raw URL lead - opencode.ai,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,Preserved from uploaded documents/text. Context:
IDX00759,Raw URL lead - pairwise.vote,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,Preserved from uploaded documents/text. Context:
IDX00760,Raw URL lead - pol.is,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,Preserved from uploaded documents/text. Context:
IDX00761,Raw URL lead - railgun.org,Organizations Network,Organizations Networks,Resource Graph,resource_registry_v0_2,raw,Preserved from uploaded documents/text. Context:
IDX00762,Raw URL lead - reddit.com,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,Preserved from uploaded documents/text. Context:
IDX00763,Raw URL lead - rkc.communitiesforfuture.org,Organizations Network,Organizations Networks,Resource Graph,resource_registry_v0_2,raw,Preserved from uploaded documents/text. Context:
IDX00764,Raw URL lead - usebalaio.com,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,Preserved from uploaded documents/text. Context:
IDX00765,Raw URL lead - wisecubeai.github.io,Repositories Codebase,Repositories Codebases,Resource Graph,resource_registry_v0_2,raw,Preserved from uploaded documents/text. Context:
IDX00766,Raw URL lead - x.com,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,Preserved from uploaded documents/text. Context: 206988816668 https://x.com/NetxState/status/2033280826847424631 https://x.com/UNDP_AltFinLab/status/2014338844657611138 https://x.com/wor/status/2027277263113245103 https://x.com/bonfiresai/status/2027
IDX00767,Raw URL lead - youtube.com,Podcasts Media Show,Podcasts Media Shows,Resource Graph,resource_registry_v0_2,raw,Preserved from uploaded documents/text. Context: urce systems were identified. 7.1 GreenPill Podcast Links: https://podcasts.apple.com/us/podcast/greenpill/id1609313639 https://www.youtube.com/@Green_Pill_Podcast https://pod.link/1609313639 Current s
IDX00768,Plurality Institute,Concepts Frameworks Methodologie,Concepts Frameworks Methodologies,Resource Graph,resource_registry_v0_2,raw,"Added as a reviewable expansion lead; verify fit, URL, and priority before treating as curated."
IDX00769,Consul Democracy,Tools Protocols Platform,Tools Protocols Platforms,Resource Graph,resource_registry_v0_2,raw,"Added as a reviewable expansion lead; verify fit, URL, and priority before treating as curated."
IDX00770,Decidim,Tools Protocols Platform,Tools Protocols Platforms,Resource Graph,resource_registry_v0_2,raw,"Added as a reviewable expansion lead; verify fit, URL, and priority before treating as curated."
IDX00771,Polis,Tools Protocols Platform,Tools Protocols Platforms,Resource Graph,resource_registry_v0_2,raw,"Added as a reviewable expansion lead; verify fit, URL, and priority before treating as curated."
IDX00772,Loomio,Tools Protocols Platform,Tools Protocols Platforms,Resource Graph,resource_registry_v0_2,raw,"Added as a reviewable expansion lead; verify fit, URL, and priority before treating as curated."
IDX00773,Journal of Democracy,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX00774,OpenCivics,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX00775,Raw URL lead - consuldemocracy.org,Organizations Network,Organizations Networks,Resource Graph,resource_registry_v0_2,raw,Preserved from uploaded documents/text. Context:
IDX00776,Raw URL lead - decidim.org,Organizations Network,Organizations Networks,Resource Graph,resource_registry_v0_2,raw,Preserved from uploaded documents/text. Context:
IDX00777,Raw URL lead - opencivics.co,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,Preserved from uploaded documents/text. Context:
IDX00778,Raw URL lead - opencivics.notion.site,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,Preserved from uploaded documents/text. Context:
IDX00779,Raw URL lead - swarm01.opencivics.co,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,Preserved from uploaded documents/text. Context:
IDX00780,Ethereum Localism,Organizations Network,Organizations Networks,Resource Graph,resource_registry_v0_2,raw,
IDX00781,Open Civics,Organizations Network,Organizations Networks,Resource Graph,resource_registry_v0_2,raw,
IDX00782,SuperBenefit DAO,Organizations Network,Organizations Networks,Resource Graph,resource_registry_v0_2,raw,
IDX00783,Collaborative Finance,Events Conferences Gathering,Events Conferences Gatherings,Resource Graph,resource_registry_v0_2,raw,
IDX00784,Crypto Commons Gathering,Events Conferences Gathering,Events Conferences Gatherings,Resource Graph,resource_registry_v0_2,raw,
IDX00785,Edge City,Events Conferences Gathering,Events Conferences Gatherings,Resource Graph,resource_registry_v0_2,raw,
IDX00786,Hubs Network,Organizations Network,Organizations Networks,Resource Graph,resource_registry_v0_2,raw,
IDX00787,Logos,Organizations Network,Organizations Networks,Resource Graph,resource_registry_v0_2,raw,
IDX00788,Network Nations,Organizations Network,Organizations Networks,Resource Graph,resource_registry_v0_2,raw,
IDX00789,NetX State,Podcasts Media Show,Podcasts Media Shows,Resource Graph,resource_registry_v0_2,raw,
IDX00790,Symbiota Coop,Organizations Network,Organizations Networks,Resource Graph,resource_registry_v0_2,raw,
IDX00791,Valley of the Commons,Events Conferences Gathering,Events Conferences Gatherings,Resource Graph,resource_registry_v0_2,raw,
IDX00792,Zuzalu,Events Conferences Gathering,Events Conferences Gatherings,Resource Graph,resource_registry_v0_2,raw,
IDX00793,Network Nations X / source,Organizations Network,Organizations Networks,Resource Graph,resource_registry_v0_2,raw,
IDX00794,UNDP AltFinLab,Organizations Network,Organizations Networks,Resource Graph,resource_registry_v0_2,raw,
IDX00795,City Sync,Organizations Network,Organizations Networks,Resource Graph,resource_registry_v0_2,raw,
IDX00796,Del Nodo Aislado al Micelio,Books Papers Articles Report,Books Papers Articles Reports,Resource Graph,resource_registry_v0_2,raw,
IDX00797,GeoDe Labs,Tools Protocols Platform,Tools Protocols Platforms,Resource Graph,resource_registry_v0_2,raw,
IDX00798,Network Nations Garden,Organizations Network,Organizations Networks,Resource Graph,resource_registry_v0_2,raw,
IDX00799,Startup States,Organizations Network,Organizations Networks,Resource Graph,resource_registry_v0_2,raw,
IDX00800,Utopia Map,Datasets Maps Directorie,Datasets Maps Directories,Resource Graph,resource_registry_v0_2,raw,
IDX00801,Bloom Network,Events Conferences Gathering,Events Conferences Gatherings,Resource Graph,resource_registry_v0_2,raw,"Added as a reviewable expansion lead; verify fit, URL, and priority before treating as curated."
IDX00802,Greenpill Books,Books Papers Articles Report,Books Papers Articles Reports,Resource Graph,resource_registry_v0_2,raw,"Added as a reviewable expansion lead; verify fit, URL, and priority before treating as curated."
IDX00803,OpenCivics,Events Conferences Gathering,Events Conferences Gatherings,Resource Graph,resource_registry_v0_2,raw,"Added as a reviewable expansion lead; verify fit, URL, and priority before treating as curated."
IDX00804,ReFi DAO,Events Conferences Gathering,Events Conferences Gatherings,Resource Graph,resource_registry_v0_2,raw,"Added as a reviewable expansion lead; verify fit, URL, and priority before treating as curated."
IDX00805,Crypto Altruists Web3 Impact Toolkit,Podcasts Media Show,Podcasts Media Shows,Resource Graph,resource_registry_v0_2,raw,"Added as a reviewable expansion lead; verify fit, URL, and priority before treating as curated."
IDX00806,Ethereum Localism Registry,Events Conferences Gathering,Events Conferences Gatherings,Resource Graph,resource_registry_v0_2,raw,"Added as a reviewable expansion lead; verify fit, URL, and priority before treating as curated."
IDX00807,_gabrielShapir0,Tools Protocols Platform,Tools Protocols Platforms,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX00808,Bloom Network,Events Conferences Gathering,Events Conferences Gatherings,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX00809,Edge City,Events Conferences Gathering,Events Conferences Gatherings,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX00810,Eugene Leventhal,Events Conferences Gathering,Events Conferences Gatherings,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX00811,Green Pill Cote d'ivoire,Events Conferences Gathering,Events Conferences Gatherings,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX00812,Greenpill Brasil,Events Conferences Gathering,Events Conferences Gatherings,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX00813,Greenpill Dev Guild,Events Conferences Gathering,Events Conferences Gatherings,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX00814,Greenpill Kenya,Events Conferences Gathering,Events Conferences Gatherings,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX00815,Greenpill Nigeria,Events Conferences Gathering,Events Conferences Gatherings,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX00816,Greenpill NYC,Events Conferences Gathering,Events Conferences Gatherings,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX00817,GreenPill Phangan,Events Conferences Gathering,Events Conferences Gatherings,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX00818,Greenpill Writers Guild,Events Conferences Gathering,Events Conferences Gatherings,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
